"calendar_date","domain_name","domain_score","weekday_flag","previous_day_score","previous_comparable_day_score"
"2025-03-21",Physiology,,1,,
"2025-03-21",Responsibilities,,1,,
"2025-03-22",Time,,0,,
"2025-03-22",Diet,,0,,
"2025-03-22",Physiology,,0,,
"2025-03-22",Responsibilities,,0,,
"2025-03-23",Time,,0,,
"2025-03-23",Diet,,0,,
"2025-03-23",Physiology,,0,,
"2025-03-23",Responsibilities,,0,,
"2025-03-24",Time,,1,,
"2025-03-24",Diet,,1,,
"2025-03-24",Physiology,,1,,
"2025-03-24",Responsibilities,,1,,
"2025-03-25",Time,,1,,
"2025-03-25",Diet,,1,,
"2025-03-25",Physiology,,1,,
"2025-03-25",Responsibilities,,1,,
"2025-03-26",Time,,1,,
"2025-03-26",Diet,,1,,
"2025-03-26",Physiology,,1,,
"2025-03-26",Responsibilities,,1,,
"2025-03-27",Time,,1,,
"2025-03-27",Diet,,1,,
"2025-03-27",Physiology,,1,,
"2025-03-27",Responsibilities,,1,,
"2025-03-28",Time,,1,,
"2025-03-28",Diet,,1,,
"2025-03-28",Physiology,,1,,
"2025-03-28",Responsibilities,,1,,
"2025-03-29",Time,,0,,
"2025-03-29",Diet,,0,,
"2025-03-29",Physiology,,0,,
"2025-03-29",Responsibilities,,0,,
"2025-03-30",Time,,0,,
"2025-03-30",Diet,,0,,
"2025-03-30",Physiology,,0,,
"2025-03-30",Responsibilities,,0,,
"2025-03-31",Time,,1,,
"2025-03-31",Diet,,1,,
"2025-03-31",Physiology,,1,,
"2025-03-31",Responsibilities,,1,,
"2025-04-01",Time,,1,,
"2025-04-01",Diet,,1,,
"2025-04-01",Physiology,,1,,
"2025-04-01",Responsibilities,,1,,
"2025-04-02",Time,,1,,
"2025-04-02",Diet,,1,,
"2025-04-02",Physiology,,1,,
"2025-04-02",Responsibilities,,1,,
"2025-04-03",Time,,1,,
"2025-04-03",Diet,,1,,
"2025-04-03",Physiology,,1,,
"2025-04-03",Responsibilities,,1,,
"2025-04-04",Time,,1,,
"2025-04-04",Diet,,1,,
"2025-04-04",Physiology,,1,,
"2025-04-04",Responsibilities,,1,,
"2025-04-05",Time,,0,,
"2025-04-05",Diet,,0,,
"2025-04-05",Physiology,,0,,
"2025-04-05",Responsibilities,,0,,
"2025-04-06",Time,,0,,
"2025-04-06",Diet,,0,,
"2025-04-06",Physiology,,0,,
"2025-04-06",Responsibilities,,0,,
"2025-04-07",Time,,1,,
"2025-04-07",Diet,,1,,
"2025-04-07",Physiology,,1,,
"2025-04-07",Responsibilities,,1,,
"2025-04-08",Time,,1,,
"2025-04-08",Diet,,1,,
"2025-04-08",Physiology,,1,,
"2025-04-08",Responsibilities,,1,,
"2025-04-09",Time,,1,,
"2025-04-09",Diet,,1,,
"2025-04-09",Physiology,,1,,
"2025-04-09",Responsibilities,,1,,
"2025-04-10",Time,,1,,
"2025-04-10",Diet,,1,,
"2025-04-10",Physiology,,1,,
"2025-04-10",Responsibilities,,1,,
"2025-04-11",Time,,1,,
"2025-04-11",Diet,,1,,
"2025-04-11",Physiology,,1,,
"2025-04-11",Responsibilities,,1,,
"2025-04-12",Time,,0,,
"2025-04-12",Diet,,0,,
"2025-04-12",Physiology,,0,,
"2025-04-12",Responsibilities,,0,,
"2025-04-13",Time,,0,,
"2025-04-13",Diet,,0,,
"2025-04-13",Physiology,,0,,
"2025-04-13",Responsibilities,,0,,
"2025-04-14",Time,,1,,
"2025-04-14",Diet,,1,,
"2025-04-14",Physiology,,1,,
"2025-04-14",Responsibilities,,1,,
"2025-04-15",Time,,1,,
"2025-04-15",Diet,,1,,
"2025-04-15",Physiology,,1,,
"2025-04-15",Responsibilities,,1,,
"2025-04-16",Time,,1,,
"2025-04-16",Diet,,1,,
"2025-04-16",Physiology,,1,,
"2025-04-16",Responsibilities,,1,,
"2025-04-17",Time,,1,,
"2025-04-17",Diet,,1,,
"2025-04-17",Physiology,,1,,
"2025-04-17",Responsibilities,,1,,
"2025-04-18",Time,,1,,
"2025-04-18",Diet,,1,,
"2025-04-18",Physiology,,1,,
"2025-04-18",Responsibilities,,1,,
"2025-04-19",Time,,0,,
"2025-04-19",Diet,,0,,
"2025-04-19",Physiology,,0,,
"2025-04-19",Responsibilities,,0,,
"2025-04-20",Time,,0,,
"2025-04-20",Diet,,0,,
"2025-04-20",Physiology,,0,,
"2025-04-20",Responsibilities,,0,,
"2025-04-21",Time,,1,,
"2025-04-21",Diet,,1,,
"2025-04-21",Physiology,,1,,
"2025-04-21",Responsibilities,,1,,
"2025-04-22",Time,,1,,
"2025-04-22",Diet,,1,,
"2025-04-22",Physiology,,1,,
"2025-04-22",Responsibilities,,1,,
"2025-04-23",Time,,1,,
"2025-04-23",Diet,,1,,
"2025-04-23",Physiology,,1,,
"2025-04-23",Responsibilities,,1,,
"2025-04-24",Time,,1,,
"2025-04-24",Diet,,1,,
"2025-04-24",Physiology,,1,,
"2025-04-24",Responsibilities,,1,,
"2025-04-25",Time,,1,,
"2025-04-25",Diet,,1,,
"2025-04-25",Physiology,,1,,
"2025-04-25",Responsibilities,,1,,
"2025-04-26",Time,,0,,
"2025-04-26",Diet,,0,,
"2025-04-26",Physiology,,0,,
"2025-04-26",Responsibilities,,0,,
"2025-04-27",Time,,0,,
"2025-04-27",Diet,,0,,
"2025-04-27",Physiology,,0,,
"2025-04-27",Responsibilities,,0,,
"2025-04-28",Time,,1,,
"2025-04-28",Diet,,1,,
"2025-04-28",Physiology,,1,,
"2025-04-28",Responsibilities,,1,,
"2025-04-29",Time,,1,,
"2025-04-29",Diet,,1,,
"2025-04-29",Physiology,,1,,
"2025-04-29",Responsibilities,,1,,
"2025-04-30",Time,,1,,
"2025-04-30",Diet,,1,,
"2025-04-30",Physiology,,1,,
"2025-04-30",Responsibilities,,1,,
"2025-05-01",Time,,1,,
"2025-05-01",Diet,,1,,
"2025-05-01",Physiology,,1,,
"2025-05-01",Responsibilities,,1,,
"2025-05-02",Time,,1,,
"2025-05-02",Diet,,1,,
"2025-05-02",Physiology,,1,,
"2025-05-02",Responsibilities,,1,,
"2025-05-03",Time,,0,,
"2025-05-03",Diet,,0,,
"2025-05-03",Physiology,,0,,
"2025-05-03",Responsibilities,,0,,
"2025-05-04",Time,,0,,
"2025-05-04",Diet,,0,,
"2025-05-04",Physiology,,0,,
"2025-05-04",Responsibilities,,0,,
"2025-05-05",Time,,1,,
"2025-05-05",Diet,,1,,
"2025-05-05",Physiology,,1,,
"2025-05-05",Responsibilities,,1,,
"2025-05-06",Time,,1,,
"2025-05-06",Diet,,1,,
"2025-05-06",Physiology,,1,,
"2025-05-06",Responsibilities,,1,,
"2025-05-07",Time,,1,,
"2025-05-07",Diet,,1,,
"2025-05-07",Physiology,,1,,
"2025-05-07",Responsibilities,,1,,
"2025-05-08",Time,,1,,
"2025-05-08",Diet,,1,,
"2025-05-08",Physiology,,1,,
"2025-05-08",Responsibilities,,1,,
"2025-05-09",Time,,1,,
"2025-05-09",Diet,,1,,
"2025-05-09",Physiology,,1,,
"2025-05-09",Responsibilities,,1,,
"2025-05-10",Time,,0,,
"2025-05-10",Diet,,0,,
"2025-05-10",Physiology,,0,,
"2025-05-10",Responsibilities,,0,,
"2025-05-11",Time,,0,,
"2025-05-11",Diet,,0,,
"2025-05-11",Physiology,,0,,
"2025-05-11",Responsibilities,,0,,
"2025-05-12",Time,,1,,
"2025-05-12",Diet,,1,,
"2025-05-12",Physiology,,1,,
"2025-05-12",Responsibilities,,1,,
"2025-05-13",Time,,1,,
"2025-05-13",Diet,,1,,
"2025-05-13",Physiology,,1,,
"2025-05-13",Responsibilities,,1,,
"2025-05-14",Time,,1,,
"2025-05-14",Diet,,1,,
"2025-05-14",Physiology,,1,,
"2025-05-14",Responsibilities,,1,,
"2025-05-15",Time,,1,,
"2025-05-15",Diet,,1,,
"2025-05-15",Physiology,,1,,
"2025-05-15",Responsibilities,,1,,
"2025-05-16",Time,,1,,
"2025-05-16",Diet,,1,,
"2025-05-16",Physiology,,1,,
"2025-05-16",Responsibilities,,1,,
"2025-05-17",Time,,0,,
"2025-05-17",Diet,,0,,
"2025-05-17",Physiology,,0,,
"2025-05-17",Responsibilities,,0,,
"2025-05-18",Time,,0,,
"2025-05-18",Diet,,0,,
"2025-05-18",Physiology,,0,,
"2025-05-18",Responsibilities,,0,,
"2025-05-19",Time,,1,,
"2025-05-19",Diet,,1,,
"2025-05-19",Physiology,,1,,
"2025-05-19",Responsibilities,,1,,
"2025-05-20",Time,,1,,
"2025-05-20",Diet,,1,,
"2025-05-20",Physiology,,1,,
"2025-05-20",Responsibilities,,1,,
"2025-05-21",Time,,1,,
"2025-05-21",Diet,,1,,
"2025-05-21",Physiology,,1,,
"2025-05-21",Responsibilities,,1,,
"2025-05-22",Time,,1,,
"2025-05-22",Diet,,1,,
"2025-05-22",Physiology,,1,,
"2025-05-22",Responsibilities,,1,,
"2025-05-23",Time,,1,,
"2025-05-23",Diet,,1,,
"2025-05-23",Physiology,,1,,
"2025-05-23",Responsibilities,,1,,
"2025-05-24",Time,,0,,
"2025-05-24",Diet,,0,,
"2025-05-24",Physiology,,0,,
"2025-05-24",Responsibilities,,0,,
"2025-05-25",Time,,0,,
"2025-05-25",Diet,,0,,
"2025-05-25",Physiology,,0,,
"2025-05-25",Responsibilities,,0,,
"2025-05-26",Time,,1,,
"2025-05-26",Diet,,1,,
"2025-05-26",Physiology,,1,,
"2025-05-26",Responsibilities,,1,,
"2025-05-27",Time,,1,,
"2025-05-27",Diet,,1,,
"2025-05-27",Physiology,,1,,
"2025-05-27",Responsibilities,,1,,
"2025-05-28",Time,,1,,
"2025-05-28",Diet,,1,,
"2025-05-28",Physiology,,1,,
"2025-05-28",Responsibilities,,1,,
"2025-05-29",Time,,1,,
"2025-05-29",Diet,,1,,
"2025-05-29",Physiology,,1,,
"2025-05-29",Responsibilities,,1,,
"2025-05-30",Time,,1,,
"2025-05-30",Diet,,1,,
"2025-05-30",Physiology,,1,,
"2025-05-30",Responsibilities,,1,,
"2025-05-31",Time,,0,,
"2025-05-31",Diet,,0,,
"2025-05-31",Physiology,,0,,
"2025-05-31",Responsibilities,,0,,
"2025-06-01",Time,,0,,
"2025-06-01",Diet,,0,,
"2025-06-01",Physiology,,0,,
"2025-06-01",Responsibilities,,0,,
"2025-06-02",Time,,1,,
"2025-06-02",Diet,,1,,
"2025-06-02",Physiology,,1,,
"2025-06-02",Responsibilities,,1,,
"2025-06-03",Time,,1,,
"2025-06-03",Diet,,1,,
"2025-06-03",Physiology,,1,,
"2025-06-03",Responsibilities,,1,,
"2025-06-04",Time,,1,,
"2025-06-04",Diet,,1,,
"2025-06-04",Physiology,,1,,
"2025-06-04",Responsibilities,,1,,
"2025-06-05",Time,,1,,
"2025-06-05",Diet,,1,,
"2025-06-05",Physiology,,1,,
"2025-06-05",Responsibilities,,1,,
"2025-06-06",Time,,1,,
"2025-06-06",Diet,,1,,
"2025-06-06",Physiology,,1,,
"2025-06-06",Responsibilities,,1,,
"2025-06-07",Time,,0,,
"2025-06-07",Diet,,0,,
"2025-06-07",Physiology,,0,,
"2025-06-07",Responsibilities,,0,,
"2025-06-08",Time,,0,,
"2025-06-08",Diet,,0,,
"2025-06-08",Physiology,,0,,
"2025-06-08",Responsibilities,,0,,
"2025-06-09",Time,,1,,
"2025-06-09",Diet,,1,,
"2025-06-09",Physiology,,1,,
"2025-06-09",Responsibilities,,1,,
"2025-06-10",Time,,1,,
"2025-06-10",Diet,,1,,
"2025-06-10",Physiology,,1,,
"2025-06-10",Responsibilities,,1,,
"2025-06-11",Time,,1,,
"2025-06-11",Diet,,1,,
"2025-06-11",Physiology,,1,,
"2025-06-11",Responsibilities,,1,,
"2025-06-12",Time,,1,,
"2025-06-12",Diet,,1,,
"2025-06-12",Physiology,,1,,
"2025-06-12",Responsibilities,,1,,
"2025-06-13",Time,,1,,
"2025-06-13",Diet,,1,,
"2025-06-13",Physiology,,1,,
"2025-06-13",Responsibilities,,1,,
"2025-06-14",Time,,0,,
"2025-06-14",Diet,,0,,
"2025-06-14",Physiology,,0,,
"2025-06-14",Responsibilities,,0,,
"2025-06-15",Time,,0,,
"2025-06-15",Diet,,0,,
"2025-06-15",Physiology,,0,,
"2025-06-15",Responsibilities,,0,,
"2025-06-16",Time,,1,,
"2025-06-16",Diet,,1,,
"2025-06-16",Physiology,,1,,
"2025-06-16",Responsibilities,,1,,
"2025-06-17",Time,,1,,
"2025-06-17",Diet,,1,,
"2025-06-17",Physiology,,1,,
"2025-06-17",Responsibilities,,1,,
"2025-06-18",Time,,1,,
"2025-06-18",Diet,,1,,
"2025-06-18",Physiology,,1,,
"2025-06-18",Responsibilities,,1,,
"2025-06-19",Time,,1,,
"2025-06-19",Diet,,1,,
"2025-06-19",Physiology,,1,,
"2025-06-19",Responsibilities,,1,,
"2025-06-20",Time,,1,,
"2025-06-20",Diet,,1,,
"2025-06-20",Physiology,,1,,
"2025-06-20",Responsibilities,,1,,
"2025-06-21",Time,,0,,
"2025-06-21",Diet,,0,,
"2025-06-21",Physiology,,0,,
"2025-06-21",Responsibilities,,0,,
"2025-06-22",Time,,0,,
"2025-06-22",Diet,,0,,
"2025-06-22",Physiology,,0,,
"2025-06-22",Responsibilities,,0,,
"2025-06-23",Time,,1,,
"2025-06-23",Diet,,1,,
"2025-06-23",Physiology,,1,,
"2025-06-23",Responsibilities,,1,,
"2025-06-24",Time,,1,,
"2025-06-24",Diet,,1,,
"2025-06-24",Physiology,,1,,
"2025-06-24",Responsibilities,,1,,
"2025-06-25",Time,,1,,
"2025-06-25",Diet,,1,,
"2025-06-25",Physiology,,1,,
"2025-06-25",Responsibilities,,1,,
"2025-06-26",Time,,1,,
"2025-06-26",Diet,,1,,
"2025-06-26",Physiology,,1,,
"2025-06-26",Responsibilities,,1,,
"2025-06-27",Time,,1,,
"2025-06-27",Diet,,1,,
"2025-06-27",Physiology,,1,,
"2025-06-27",Responsibilities,,1,,
"2025-06-28",Time,,0,,
"2025-06-28",Diet,,0,,
"2025-06-28",Physiology,,0,,
"2025-06-28",Responsibilities,,0,,
"2025-06-29",Time,,0,,
"2025-06-29",Diet,,0,,
"2025-06-29",Physiology,,0,,
"2025-06-29",Responsibilities,,0,,
"2025-06-30",Time,,1,,
"2025-06-30",Diet,,1,,
"2025-06-30",Physiology,,1,,
"2025-06-30",Responsibilities,,1,,
"2025-07-01",Time,,1,,
"2025-07-01",Diet,,1,,
"2025-07-01",Physiology,,1,,
"2025-07-01",Responsibilities,,1,,
"2025-07-02",Time,,1,,
"2025-07-02",Diet,,1,,
"2025-07-02",Physiology,,1,,
"2025-07-02",Responsibilities,,1,,
"2025-07-03",Time,,1,,
"2025-07-03",Diet,,1,,
"2025-07-03",Physiology,,1,,
"2025-07-03",Responsibilities,,1,,
"2025-07-04",Time,,1,,
"2025-07-04",Diet,,1,,
"2025-07-04",Physiology,,1,,
"2025-07-04",Responsibilities,,1,,
"2025-07-05",Time,,0,,
"2025-07-05",Diet,,0,,
"2025-07-05",Physiology,,0,,
"2025-07-05",Responsibilities,,0,,
"2025-07-06",Time,,0,,
"2025-07-06",Diet,,0,,
"2025-07-06",Physiology,,0,,
"2025-07-06",Responsibilities,,0,,
"2025-07-07",Time,,1,,
"2025-07-07",Diet,,1,,
"2025-07-07",Physiology,,1,,
"2025-07-07",Responsibilities,,1,,
"2025-07-08",Time,,1,,
"2025-07-08",Diet,,1,,
"2025-07-08",Physiology,,1,,
"2025-07-08",Responsibilities,,1,,
"2025-07-09",Time,,1,,
"2025-07-09",Diet,,1,,
"2025-07-09",Physiology,,1,,
"2025-07-09",Responsibilities,,1,,
"2025-07-10",Time,,1,,
"2025-07-10",Diet,,1,,
"2025-07-10",Physiology,,1,,
"2025-07-10",Responsibilities,,1,,
"2025-07-11",Time,,1,,
"2025-07-11",Diet,,1,,
"2025-07-11",Physiology,,1,,
"2025-07-11",Responsibilities,,1,,
"2025-07-12",Time,,0,,
"2025-07-12",Diet,,0,,
"2025-07-12",Physiology,,0,,
"2025-07-12",Responsibilities,,0,,
"2025-07-13",Time,,0,,
"2025-07-13",Diet,,0,,
"2025-07-13",Physiology,,0,,
"2025-07-13",Responsibilities,,0,,
"2025-07-14",Time,,1,,
"2025-07-14",Diet,,1,,
"2025-07-14",Physiology,,1,,
"2025-07-14",Responsibilities,,1,,
"2025-07-15",Time,,1,,
"2025-07-15",Diet,,1,,
"2025-07-15",Physiology,,1,,
